FBtr	OG_ID	transcript_ID	gene_ID
FBtr0075678	OG0006063	CG9628-RB	CG9628
FBtr0075679	OG0006065	CG32146-RA	dlp
FBtr0075684	OG0006068	CG5048-RA	Dnaaf6
FBtr0075685	OG0006069	CG13477-RA	gdrd
FBtr0075689	OG0006071	CG13473-RA	CG13473
FBtr0075690	OG0006074	CG9384-RA	Mgat4a
FBtr0075691	OG0006078	CG13472-RA	Tdrd3
FBtr0075693	OG0006079	CG9425-RB	Helz
FBtr0075695	OG0006082	CG17839-RB	CG17839
FBtr0075697	OG0006081	CG5272-RA	gnu
FBtr0075698	OG0006080	CG5258-RA	NHP2
FBtr0075700	OG0006076	CG9311-RA	mop
FBtr0075701	OG0006075	CG17173-RA	Mgat4b
FBtr0075711	OG0006070	CG13474-RA	CG13474
FBtr0075712	OG0006067	CG4914-RA	CG4914
FBtr0075715	OG0006064	CG4879-RB	RecQ5
FBtr0075720	OG0006061	CG13475-RA	HGTX
FBtr0075722	OG0006060	CG13480-RA	Lk
FBtr0075724	OG0006058	CG9238-RB	Gbs-70E
FBtr0075728	OG0006053	CG3836-RA	stwl
FBtr0075729	OG0006052	CG3868-RA	CG3868
FBtr0075740	OG0006047	CG7924-RA	CG7924
FBtr0075746	OG0006044	CG5893-RA	D
FBtr0075749	OG0006041	CG17285-RA	Fbp1
FBtr0075753	OG0006011	CG7002-RA	Hml
FBtr0075754	OG0006014	CG13737-RA	CG13737
FBtr0075756	OG0006017	CG9206-RA	DCTN1-p150
FBtr0075758	OG0006018	CG32137-RB	BicDR
FBtr0075759	OG0006020	CG9028-RA	ssp2
FBtr0075766	OG0006024	CG8947-RA	CtsK1
FBtr0075767	OG0006025	CG17361-RA	BEAF-25
FBtr0075768	OG0006028	CG9007-RA	upSET
FBtr0075769	OG0006031	CG6650-RA	CG6650
FBtr0075770	OG0006032	CG6661-RA	CG6661
FBtr0075774	OG0006035	CG6833-RA	CG6833
FBtr0075775	OG0006037	CG32138-RA	Frl
FBtr0075777	OG0006038	CG6760-RA	Pex1
FBtr0075778	OG0006039	CG32134-RA	btl
FBtr0075779	OG0006040	CG8100-RA	CG8100
FBtr0075780	OG0006036	CG13484-RA	CG13484
FBtr0075782	OG0006030	CG6513-RA	endos
FBtr0075784	OG0006029	CG32133-RA	Ptip
FBtr0075785	OG0006027	CG8783-RB	Nprl3
FBtr0075787	OG0006026	CG17359-RA	CG17359
FBtr0075790	OG0006022	CG13738-RA	CG13738
FBtr0075791	OG0006019	CG8474-RA	Meics
FBtr0075792	OG0006016	CG8833-RA	CG8833
FBtr0075801	OG0006012	CG8745-RA	CG8745
FBtr0075802	OG0006010	CG8750-RA	CG8750
FBtr0075811	OG0006003	CG10741-RA	Tgi
FBtr0075812	OG0006004	CG17689-RA	Spt20
FBtr0075813	OG0006006	CG10743-RB	Liprin-beta
FBtr0075817	OG0006007	CG10710-RA	CG10710
FBtr0075818	OG0006005	CG10711-RA	Vps36
FBtr0075819	OG0006002	CG10083-RA	Abp1
FBtr0075820	OG0006000	CG10089-RD	CG10089
FBtr0075824	OG0005998	CG10116-RA	CG10116
FBtr0075825	OG0005997	CG10133-RA	JMJD7
FBtr0075837	OG0005977	CG14113-RA	CG14113
FBtr0075838	OG0005978		
FBtr0075840	OG0005981	CG14112-RA	SNCF
FBtr0075843	OG0005983	CG10717-RB	ImpL1
FBtr0075844	OG0005984	CG14110-RA	CG14110
FBtr0075845	OG0005989	CG10724-RA	flr
FBtr0075850	OG0005995	CG14109-RA	dokb
FBtr0075851	OG0005996	CG10732-RA	cmb
FBtr0075853	OG0005994	CG10140-RA	CG10140
FBtr0075854	OG0005992	CG10154-RA	CG10154
FBtr0075858	OG0005991	CG14106-RA	CG14106
FBtr0075861	OG0005988	CG10222-RA	CG10222
FBtr0075862	OG0005987	CG32120-RA	sens
FBtr0075865	OG0005985	CG10171-RB	CG10171
FBtr0075866	OG0005982	CG14107-RA	CG14107
FBtr0075867	OG0005976	CG32119-RA	CG32119
FBtr0075868	OG0005945	CG14120-RA	CG14120
FBtr0075870	OG0005947	CG14118-RA	CG14118
FBtr0075871	OG0005952	CG10749-RA	Mdh2b
FBtr0075872	OG0005953	CG11262-RA	CG11262
FBtr0075873	OG0005954	CG11263-RA	CG11263
FBtr0075875	OG0005958	CG11267-RA	CG11267
FBtr0075876	OG0005960	CG11268-RA	Icmt
FBtr0075878	OG0005962	CG11271-RB	RpS12
FBtr0075883	OG0005965	CG11274-RA	Srrm1
FBtr0075884	OG0005966	CG11276-RA	RpS4
FBtr0075886	OG0005967	CG11278-RA	Syx13
FBtr0075887	OG0005968	CG11279-RA	CG11279
FBtr0075891	OG0005973	CG11251-RA	CG11251
FBtr0075892	OG0005972	CG17300-RA	CG17300
FBtr0075893	OG0005969	CG14115-RA	CG14115
FBtr0075894	OG0005963	CG11253-RA	Zmynd10
FBtr0075895	OG0005961	CG11255-RA	Adk2
FBtr0075897	OG0005959	CG11258-RA	mRpL20
FBtr0075898	OG0005957	CG11259-RA	MICAL-like
FBtr0075899	OG0005956	CG11261-RA	Cul6
FBtr0075900	OG0005951	CG10748-RA	Mdh2c
FBtr0075901	OG0005950	CG33264-RA	Or69a
FBtr0075905	OG0005949	CG32117-RA	CG32117
FBtr0075908	OG0005924	CG10571-RA	ara
FBtr0075909	OG0005925	CG10605-RA	caup
FBtr0075913	OG0005928	CG10975-RA	Ptp69D
FBtr0075915	OG0005929	CG32112-RB	Abhd18
FBtr0075918	OG0005930	CG32109-RA	CG32109
FBtr0075921	OG0005932	CG10984-RB	Ankrd11
FBtr0075923	OG0005937	CG17666-RA	CG17666
FBtr0075929	OG0005940	CG11006-RC	Sap130
FBtr0075935	OG0005944	CG11010-RA	Ent3
FBtr0075939	OG0005942	CG10948-RC	anw
FBtr0075944	OG0005941	CG10754-RA	Sf3a2
FBtr0075946	OG0005936	CG10969-RA	CG10969
FBtr0075948	OG0005935	CG10971-RA	Hip1
FBtr0075951	OG0005931	CG5433-RA	Klc
FBtr0075952	OG0005927	CG10753-RA	SmD1
FBtr0075953	OG0005898	CG32105-RB	Lmx1a
FBtr0075954	OG0005899	CG10418-RA	CG10418
FBtr0075957	OG0005911	CG10681-RA	CG10681
FBtr0075958	OG0005913	CG10682-RA	vih
FBtr0075960	OG0005918	CG14121-RA	ver
FBtr0075961	OG0005922	CG10688-RA	Pmm2
FBtr0075965	OG0005923	CG4069-RA	CG4069
FBtr0075966	OG0005921	CG10620-RA	Tsf2
FBtr0075967	OG0005920	CG10627-RA	nst
FBtr0075968	OG0005919	CG4153-RA	eIF2beta
FBtr0075969	OG0005917	CG4107-RA	Gcn5
FBtr0075972	OG0005912	CG10646-RA	CG10646
FBtr0075975	OG0005910	CG10657-RA	CG10657
FBtr0075976	OG0005909	CG10660-RA	CG10660
FBtr0075979	OG0005906	CG10488-RA	eyg
FBtr0075980	OG0005905	CG10704-RA	toe
FBtr0075981	OG0005904	CG4237-RA	ArfGAP1
FBtr0075982	OG0005903	CG32103-RB	SCaMC
FBtr0075985	OG0005902	CG14122-RA	Smyd4-2
FBtr0075986	OG0005901	CG32104-RB	CG32104
FBtr0075991	OG0005873	CG6801-RA	vers
FBtr0075992	OG0005874	CG17153-RA	ssp
FBtr0075995	OG0005878	CG11534-RA	DEF8
FBtr0075997	OG0005882	CG6811-RA	RhoGAP68F
FBtr0075998	OG0005884	CG6827-RA	Nrx-IV
FBtr0076005	OG0005889	CG11529-RA	CG11529
FBtr0076006	OG0005893	CG32100-RA	CG32100
FBtr0076007	OG0005896	CG10426-RA	INPP5E
FBtr0076011	OG0005894	CG10335-RA	Pbgs
FBtr0076016	OG0005891	CG5626-RA	Tsen54
FBtr0076018	OG0005890	CG17146-RB	Ak1
FBtr0076019	OG0005888	CG5632-RA	thoc6
FBtr0076020	OG0005886	CG5638-RA	Rh7
FBtr0076022	OG0005883	CG5642-RA	eIF3l
FBtr0076023	OG0005881	CG9762-RA	ND-SGDH
FBtr0076024	OG0005879	CG5645-RA	CG5645
FBtr0076027	OG0005876	CG5654-RA	yps
FBtr0076028	OG0005841	CG14131-RA	CG14131
FBtr0076029	OG0005843	CG10907-RA	CG10907
FBtr0076030	OG0005844	CG7293-RA	Klp68D
FBtr0076032	OG0005848	CG7283-RA	RpL10Ab
FBtr0076035	OG0005851	CG7264-RA	CG7264
FBtr0076037	OG0005856	CG14127-RA	CCDC151
FBtr0076042	OG0005859	CG17826-RA	CG17826
FBtr0076043	OG0005860	CG7248-RA	CG7248
FBtr0076048	OG0005865	CG6931-RA	CG6931
FBtr0076049	OG0005868	CG6928-RB	CG6928
FBtr0076051	OG0005870	CG6793-RA	CG6793
FBtr0076052	OG0005872	CG5661-RA	Sema5c
FBtr0076053	OG0005869	CG32096-RB	rols
FBtr0076061	OG0005866	CG5688-RA	Grip163
FBtr0076071	OG0005854	CG5906-RA	CG5906
FBtr0076074	OG0005852	CG12521-RA	CG12521
FBtr0076075	OG0005850	CG5940-RA	CycA
FBtr0076077	OG0005849	CG32095-RA	CG32095
FBtr0076080	OG0005847	CG11597-RA	CG11597
FBtr0076087	OG0005840	CG11621-RC	Pi3K68D
FBtr0076091	OG0005809	CG32089-RA	Vha16-2
FBtr0076093	OG0005810	CG7533-RC	chrb
FBtr0076102	OG0005824	CG7351-RA	PCID2
FBtr0076106	OG0005826	CG32091-RB	CG32091
FBtr0076107	OG0005829	CG7339-RA	Polr3H
FBtr0076117	OG0005838	CG32087-RA	CG32087
FBtr0076123	OG0005835	CG6038-RA	crim
FBtr0076124	OG0005834	CG11658-RA	CG11658
FBtr0076134	OG0005828	CG11660-RA	RIOK1
FBtr0076136	OG0005827	CG6071-RA	CG6071
FBtr0076137	OG0005823	CG6083-RA	Ar7
FBtr0076138	OG0005822	CG6084-RB	Ar1
FBtr0076140	OG0005821	CG18331-RA	Muc68Ca
FBtr0076146	OG0005818	CG6097-RA	rt
FBtr0076156	OG0005813	CG11714-RA	CG11714
FBtr0076161	OG0005789	CG7616-RA	Adck5
FBtr0076163	OG0005793	CG7607-RA	CG7607
FBtr0076164	OG0005794	CG14141-RA	nkt
FBtr0076165	OG0005796	CG7600-RA	CG7600
FBtr0076168	OG0005798	CG7590-RA	scyl
FBtr0076171	OG0005800	CG7573-RB	CG7573
FBtr0076172	OG0005803	CG11726-RA	CG11726
FBtr0076173	OG0005804	CG7560-RA	Mthfr
FBtr0076174	OG0005806	CG7557-RA	CG7557
FBtr0076176	OG0005808	CG7551-RB	Khk2
FBtr0076178	OG0005807	CG12289-RA	Khkl2
FBtr0076181	OG0005802	CG6163-RA	CG6163
FBtr0076182	OG0005801	CG6168-RB	CG6168
FBtr0076185	OG0005797	CG6185-RA	Ir68a
FBtr0076186	OG0005795	CG6190-RA	Ube3a
FBtr0076187	OG0005792	CG6199-RA	Plod
FBtr0076189	OG0005791	CG6207-RA	GlcAT-P
FBtr0076193	OG0005759	CG18348-RA	Cpr67Fb
FBtr0076194	OG0005761	CG14147-RA	CG14147
FBtr0076201	OG0005765	CG7888-RB	CG7888
FBtr0076202	OG0005766	CG14145-RA	Blos2
FBtr0076203	OG0005770	CG7869-RA	SuUR
FBtr0076205	OG0005772	CG33048-RC	Mocs1
FBtr0076207	OG0005774	CG7839-RA	Noc1
FBtr0076208	OG0005777	CG7828-RA	APP-BP1
FBtr0076210	OG0005779	CG7638-RA	emei
FBtr0076211	OG0005782	CG7636-RA	mRpL2
FBtr0076216	OG0005786	CG32082-RA	IRSp53
FBtr0076217	OG0005787	CG32076-RA	Alg10
FBtr0076218	OG0005788	CG6210-RA	wls
FBtr0076221	OG0005785	CG6216-RB	CG6216
FBtr0076223	OG0005783	CG6233-RA	Ufd1
FBtr0076234	OG0005776	CG6272-RA	Irbp18
FBtr0076236	OG0005775	CG6297-RB	JIL-1
FBtr0076238	OG0005773	CG6302-RA	Pfdn2
FBtr0076239	OG0005771	CG6310-RA	CG6310
FBtr0076240	OG0005768	CG32075-RA	CG32075
FBtr0076241	OG0005767	CG32069-RA	Insep
FBtr0076250	OG0005760	CG6391-RA	Aps
FBtr0076253	OG0005741	CG8019-RA	hay
FBtr0076255	OG0005743	CG8009-RB	Cnep1r2
FBtr0076257	OG0005745	CG14154-RA	CG14154
FBtr0076259	OG0005746	CG14153-RA	CG14153
FBtr0076260	OG0005747	CG8003-RA	Ankmy2
FBtr0076265	OG0005749	CG11811-RA	oya
FBtr0076269	OG0005755	CG14149-RA	Blos4
FBtr0076270	OG0005757	CG7949-RA	galla2
FBtr0076271	OG0005758	CG6404-RB	OXA1L
FBtr0076273	OG0005756	CG6409-RA	CG6409
FBtr0076274	OG0005754	CG6418-RB	CG6418
FBtr0076276	OG0005751	CG6463-RA	ND-13B
FBtr0076277	OG0005744	CG32066-RC	cyri
FBtr0076280	OG0005739	CG14151-RA	CG14151
FBtr0076291	OG0005737	CG6527-RA	CG6527
FBtr0076292	OG0005735	CG6539-RA	Gem3
FBtr0076295	OG0005726	CG8072-RA	CG8072
FBtr0076297	OG0005734	CG14157-RA	Or67d
FBtr0076299	OG0005733	CG6577-RA	can
FBtr0076300	OG0005732	CG14156-RA	Or67c
FBtr0076301	OG0005731	CG32056-RA	scramb1
FBtr0076304	OG0005730	CG32055-RA	CG32055
FBtr0076308	OG0005725	CG32057-RA	dpr10
FBtr0076311	OG0005727	CG6628-RA	CG6628
FBtr0076315	OG0005723	CG32053-RA	CG32053
FBtr0076316	OG0005722	CG14160-RA	CG14160
FBtr0076319	OG0005697	CG8177-RG	Ae2
FBtr0076328	OG0005699	CG14173-RA	Ilp1
FBtr0076329	OG0005701	CG8167-RA	Ilp2
FBtr0076339	OG0005710	CG8108-RA	Ciz1
FBtr0076347	OG0005717	CG8091-RA	Dronc
FBtr0076348	OG0005720	CG11989-RA	vnc
FBtr0076354	OG0005718	CG6674-RA	CG6674
FBtr0076355	OG0005716	CG6685-RA	CG6685
FBtr0076356	OG0005714	CG6707-RA	CG6707
FBtr0076359	OG0005713	CG14164-RA	Hez
FBtr0076361	OG0005712	CG6711-RA	Taf2
FBtr0076363	OG0005709	CG6718-RB	iPLA2-VIA
FBtr0076366	OG0005708	CG10809-RA	CG10809
FBtr0076369	OG0005706	CG10572-RA	Cdk8
FBtr0076372	OG0005703	CG6736-RA	Ilp4
FBtr0076373	OG0005702	CG14167-RA	Ilp3
FBtr0076379	OG0005672	CG3222-RA	CG3222
FBtr0076380	OG0005674	CG3306-RA	CG3306
FBtr0076382	OG0005675	CG3322-RA	LanB2
FBtr0076383	OG0005676	CG3335-RA	CG3335
FBtr0076384	OG0005677	CG8336-RB	Cyp40
FBtr0076387	OG0005679	CG8329-RA	CG8329
FBtr0076392	OG0005681	CG16717-RA	Mpped
FBtr0076394	OG0005683	CG16719-RA	Spef1b
FBtr0076395	OG0005684	CG8284-RA	Ubc4
FBtr0076402	OG0005690	CG14174-RA	CG14174
FBtr0076403	OG0005692	CG18176-RA	defl
FBtr0076405	OG0005694	CG8189-RA	ATPsynB
FBtr0076410	OG0005695	CG6749-RA	CG6749
FBtr0076412	OG0005689	CG18178-RA	CG18178
FBtr0076413	OG0005687	CG6757-RA	SH3PX1
FBtr0076414	OG0005685	CG6761-RA	CG6761
FBtr0076416	OG0005682	CG6767-RB	Prps
FBtr0076421	OG0005673	CG3088-RA	CG3088
FBtr0076423	OG0005671	CG3395-RA	RpS9
FBtr0076435	OG0005629	CG32042-RE	PGRP-LA
FBtr0076439	OG0005631	CG4437-RA	PGRP-LF
FBtr0076440	OG0005633	CG32040-RA	CG32040
FBtr0076441	OG0005634	CG32039-RA	Svip
FBtr0076444	OG0005638	CG4447-RA	mRRF1
FBtr0076452	OG0005643	CG4461-RA	CG4461
FBtr0076453	OG0005646	CG4463-RA	Hsp23
FBtr0076454	OG0005647	CG4466-RA	Hsp27
FBtr0076455	OG0005649	CG3672-RA	Cpr67B
FBtr0076457	OG0005653	CG3705-RA	aay
FBtr0076458	OG0005654	CG3715-RA	Shc
FBtr0076461	OG0005659	CG3529-RB	CG3529
FBtr0076462	OG0005661	CG32038-RA	ghi
FBtr0076463	OG0005664	CG3552-RA	CG3552
FBtr0076468	OG0005667	CG3654-RD	Jarid2
FBtr0076469	OG0005670	CG32037-RA	CG32037
FBtr0076471	OG0005668	CG3428-RA	pall
FBtr0076473	OG0005665	CG3434-RA	CG3434
FBtr0076475	OG0005662	CG3445-RA	phol
FBtr0076476	OG0005660	CG3448-RB	CG3448
FBtr0076479	OG0005655	CG3922-RB	RpS17
FBtr0076481	OG0005652	CG3967-RC	Atat
FBtr0076486	OG0005650	CG4022-RA	CG4022
FBtr0076494	OG0005648	CG4080-RA	CG4080
FBtr0076495	OG0005645	CG4167-RA	Hsp67Ba
FBtr0076496	OG0005644	CG4183-RA	Hsp26
FBtr0076497	OG0005640	CG4190-RA	Hsp67Bc
FBtr0076499	OG0005637	CG10923-RA	Klp67A
FBtr0076501	OG0005632	CG4347-RA	Ugp
FBtr0076502	OG0005628	CG4483-RA	CG4483
FBtr0076503	OG0005627	CG4484-RA	Slc45-1
FBtr0076504	OG0005658	CG3891-RA	Nf-YA
FBtr0076506	OG0005604	CG4999-RB	Tsp66E
FBtr0076510	OG0005605	CG5008-RA	GNBP3
FBtr0076515	OG0005607	CG5026-RA	CG5026
FBtr0076517	OG0005609	CG5064-RA	Srp68
FBtr0076518	OG0005611	CG13314-RA	CG13314
FBtr0076519	OG0005613	CG5068-RA	CG5068
FBtr0076520	OG0005616	CG5087-RA	CG5087
FBtr0076524	OG0005619	CG4942-RA	COX18
FBtr0076529	OG0005621	CG32032-RA	CG32032
FBtr0076530	OG0005622	CG13315-RA	CG13315
FBtr0076531	OG0005624	CG4665-RA	Dhpr
FBtr0076537	OG0005625	CG14181-RA	Use1
FBtr0076542	OG0005618	CG4911-RA	CG4911
FBtr0076548	OG0005617	CG5194-RA	CG5194
FBtr0076552	OG0005614	CG5280-RA	CG5280
FBtr0076553	OG0005612	CG5288-RA	Galk
FBtr0076556	OG0005610	CG5644-RA	CG5644
FBtr0076557	OG0005608	CG5651-RA	pix
FBtr0076567	OG0005578	CG32029-RA	Cpr66D
FBtr0076568	OG0005581	CG6486-RA	Pex7
FBtr0076569	OG0005582	CG6494-RA	hry
FBtr0076570	OG0005585	CG6511-RA	CG6511
FBtr0076572	OG0005586	CG6519-RA	Cp15
FBtr0076573	OG0005587	CG6524-RA	Cp19
FBtr0076574	OG0005588	CG6533-RA	Cp16
FBtr0076576	OG0005591	CG6576-RA	CG6576
FBtr0076583	OG0005599	CG4974-RA	dally
FBtr0076585	OG0005601	CG4978-RA	Mcm7
FBtr0076587	OG0005598	CG13312-RA	CG13312
FBtr0076588	OG0005596	CG32023-RA	CG32023
FBtr0076589	OG0005594	CG13311-RA	CG13311
FBtr0076590	OG0005593	CG13310-RA	CG13310
FBtr0076591	OG0005592	CG5804-RA	Acbp5
FBtr0076592	OG0005589	CG13306-RA	CG13306
FBtr0076597	OG0005584	CG32022-RA	CG32022
FBtr0076598	OG0005583	CG33162-RA	SrpRbeta
FBtr0076599	OG0005580	CG5962-RA	Arr2
FBtr0076601	OG0005540	CG7076-RA	Cpr66Cb
FBtr0076603	OG0005542	CG7108-RA	Prim1
FBtr0076604	OG0005541	CG7083-RA	CG7083
FBtr0076606	OG0005547	CG32356-RA	ImpE1
FBtr0076610	OG0005550	CG13667-RA	CG13667
FBtr0076612	OG0005552	CG7127-RA	Exo70
FBtr0076615	OG0005554	CG7037-RB	Cbl
FBtr0076620	OG0005560	CG6745-RA	Pus7
FBtr0076621	OG0005562	CG6765-RA	CG6765
FBtr0076622	OG0005563	CG6776-RA	GstO3
FBtr0076623	OG0005564	CG6781-RA	se
FBtr0076624	OG0005566	CG6817-RA	foi
FBtr0076626	OG0005567	CG6822-RB	ergic53
FBtr0076633	OG0005572	CG6253-RA	RpL14
FBtr0076647	OG0005577	CG5971-RA	Cdc6
FBtr0076648	OG0005575	CG5978-RA	GAPsec
FBtr0076649	OG0005573	CG5989-RA	CG5989
FBtr0076650	OG0005571	CG5994-RA	Nelf-E
FBtr0076651	OG0005569	CG6638-RA	Ivd
FBtr0076652	OG0005565	CG6662-RA	GstO1
FBtr0076655	OG0005561	CG6683-RA	Ovd
FBtr0076656	OG0005559	CG6694-RA	ZC3H3
FBtr0076659	OG0005556	CG6983-RA	CG6983
FBtr0076662	OG0005553	CG32354-RA	CG32354
FBtr0076663	OG0005551	CG7161-RA	Oseg1
FBtr0076664	OG0005549	CG7163-RA	mkg-p
FBtr0076674	OG0005545	CG17352-RA	Culd
FBtr0076677	OG0005543	CG7182-RA	CG7182
FBtr0076683	OG0005501	CG7919-RA	fan
FBtr0076684	OG0005502	CG7927-RA	Nulp1
FBtr0076685	OG0005504	CG7935-RA	msk
FBtr0076687	OG0005505	CG7942-RB	ldbr
FBtr0076688	OG0005509	CG7962-RA	Cds
FBtr0076689	OG0005511	CG7972-RA	mus301
FBtr0076694	OG0005518	CG7999-RA	MED24
FBtr0076695	OG0005521	CG8005-RA	Dhps
FBtr0076698	OG0005524	CG8006-RA	CG8006
FBtr0076699	OG0005525	CG8012-RA	CG8012
FBtr0076701	OG0005526	CG8023-RA	eIF4E3
FBtr0076705	OG0005530	CG7062-RA	Rab19
FBtr0076706	OG0005532	CG13671-RA	CG13671
FBtr0076707	OG0005534	CG7066-RA	Sbp2
FBtr0076708	OG0005538	CG13670-RA	CG13670
FBtr0076710	OG0005537	CG7185-RA	Cpsf6
FBtr0076711	OG0005536	CG7188-RA	BI-1
FBtr0076714	OG0005533	CG7194-RA	CG7194
FBtr0076715	OG0005531	CG7197-RA	Arl5
FBtr0076716	OG0005529	CG7201-RA	CG7201
FBtr0076717	OG0005528	CG7207-RA	cert
FBtr0076718	OG0005527	CG7213-RA	CG7213
FBtr0076720	OG0005523	CG32364-RA	tut
FBtr0076721	OG0005522	CG7366-RA	CG7366
FBtr0076722	OG0005520	CG7375-RA	UbcE2M
FBtr0076723	OG0005519	CG7387-RA	CG7387
FBtr0076725	OG0005516	CG7404-RB	ERR
FBtr0076728	OG0005515	CG7436-RA	Nmt
FBtr0076729	OG0005514	CG7487-RA	RecQ4
FBtr0076732	OG0005512	CG13676-RA	CG13676
FBtr0076734	OG0005508	CG7528-RA	Uba2
FBtr0076735	OG0005507	CG18767-RA	mRpL36
FBtr0076736	OG0005506	CG7550-RA	Ado
FBtr0076737	OG0005503	CG7558-RA	Arp3
FBtr0076738	OG0005500	CG7565-RA	CG7565
FBtr0076745	OG0005498	CG7574-RA	bip1
FBtr0076746	OG0005484	CG32365-RA	CG32365
FBtr0076747	OG0005485	CG8277-RA	eIF4E5
FBtr0076748	OG0005487	CG8281-RA	CG8281
FBtr0076750	OG0005490	CG8268-RA	Srp9
FBtr0076751	OG0005491	CG8254-RA	exex
FBtr0076752	OG0005492	CG8194-RA	RNaseX25
FBtr0076753	OG0005495	CG8209-RA	CG8209
FBtr0076763	OG0005496	CG8038-RA	Pop4
FBtr0076764	OG0005494	CG8044-RA	HP4
FBtr0076766	OG0005493	CG8042-RA	CG8042
FBtr0076768	OG0005489	CG8110-RA	syd
FBtr0076770	OG0005488	CG8111-RA	Tmem43
FBtr0076772	OG0005486	CG8114-RB	pbl
FBtr0076780	OG0005483	CG17888-RD	Pdp1
FBtr0076795	OG0005464	CG8532-RA	lqf
FBtr0076801	OG0005467	CG14838-RA	mmm
FBtr0076805	OG0005480	CG32373-RA	CG32373
FBtr0076807	OG0005471	CG7496-RA	PGRP-SD
FBtr0076808	OG0005474	CG12262-RA	Mcad
FBtr0076810	OG0005479	CG7409-RA	CG7409
FBtr0076811	OG0005481	CG7399-RA	Hn
FBtr0076814	OG0005475	CG7457-RA	CG7457
FBtr0076821	OG0005472	CG7492-RA	CG7492
FBtr0076822	OG0005470	CG7506-RA	Tmem70
FBtr0076824	OG0005468	CG7716-RA	t-Grip84
FBtr0076830	OG0005462	CG7548-RA	CG7548
FBtr0076832	OG0005461		
FBtr0076833	OG0005420	CG14826-RA	CG14826
FBtr0076834	OG0005422	CG8616-RA	BHD
FBtr0076835	OG0005424	CG8614-RA	Neos
FBtr0076837	OG0005430	CG8607-RA	CG8607
FBtr0076838	OG0005432	CG8605-RA	Rint1
FBtr0076841	OG0005437	CG8597-RA	lark
FBtr0076846	OG0005441	CG8593-RA	qm
FBtr0076847	OG0005443	CG8583-RA	Sec63
FBtr0076848	OG0005445	CG8580-RA	akirin
FBtr0076851	OG0005447	CG8571-RA	smid
FBtr0076852	OG0005449	CG8563-RA	CG8563
FBtr0076854	OG0005451	CG8562-RA	CG8562
FBtr0076855	OG0005452	CG18417-RA	CG18417
FBtr0076862	OG0005458	CG8541-RA	CG8541
FBtr0076863	OG0005457	CG8543-RA	CG8543
FBtr0076868	OG0005453	CG8560-RA	CG8560
FBtr0076870	OG0005446	CG32380-RA	SMSr
FBtr0076879	OG0005440	CG4457-RA	Srp19
FBtr0076880	OG0005439	CG14834-RA	CG14834
FBtr0076881	OG0005438	CG8596-RA	Cln7
FBtr0076882	OG0005436	CG8598-RA	eco
FBtr0076885	OG0005431	CG8606-RA	RhoGEF4
FBtr0076888	OG0005428	CG14830-RA	CG14830
FBtr0076889	OG0005427	CG8609-RA	MED4
FBtr0076890	OG0005426	CG8610-RA	Cdc27
FBtr0076891	OG0005425	CG8612-RA	mRpL50
FBtr0076892	OG0005423	CG8615-RA	RpL18
FBtr0076894	OG0005393	CG14820-RA	CG14820
FBtr0076896	OG0005395	CG9948-RA	CG9948
FBtr0076897	OG0005397	CG9943-RA	Surf1
FBtr0076898	OG0005401	CG9953-RA	CG9953
FBtr0076900	OG0005404	CG18647-RA	bin
FBtr0076905	OG0005408	CG14823-RA	CG14823
FBtr0076909	OG0005410	CG8634-RA	Cpr65Ec
FBtr0076912	OG0005413	CG14825-RA	BBS1
FBtr0076913	OG0005415	CG15829-RA	Acbp6
FBtr0076915	OG0005416	CG8627-RA	Acbp2
FBtr0076925	OG0005414	CG8629-RA	Acbp4
FBtr0076926	OG0005412	CG8631-RA	msl-3
FBtr0076931	OG0005407	CG8641-RA	CG8641
FBtr0076932	OG0005406	CG17744-RA	CG17744
FBtr0076934	OG0005403	CG10060-RA	Galphai
FBtr0076935	OG0005402	CG10063-RA	CG10063
FBtr0076936	OG0005400	CG18156-RA	Mis12
FBtr0076937	OG0005399	CG10064-RA	CG10064
FBtr0076938	OG0005398	CG10072-RA	sgl
FBtr0076939	OG0005396	CG10075-RA	Uqcc1
FBtr0076942	OG0005386	CG8519-RA	CG8519
FBtr0076943	OG0005389	CG8549-RA	Sbds
FBtr0076948	OG0005391	CG32392-RB	Rsph3
FBtr0076949	OG0005390	CG10103-RA	Ist1
FBtr0076950	OG0005388	CG10107-RA	velo
FBtr0076957	OG0005387	CG10118-RB	ple
FBtr0076958	OG0005385	CG10121-RC	SP1173
FBtr0076963	OG0005384	CG10124-RA	eIF4E4
FBtr0076968	OG0005377	CG8339-RA	sfl
FBtr0076976	OG0005382	CG8368-RB	Rexo5
FBtr0076983	OG0005381	CG10125-RA	zpg
FBtr0076984	OG0005380	CG10129-RA	ndl
FBtr0076986	OG0005376	CG10144-RA	Vps8
FBtr0076987	OG0005374	CG10147-RA	CG10147
FBtr0076990	OG0005357	CG6955-RA	Lcp65Ad
FBtr0076991	OG0005358	CG6956-RA	Lcp65Ac
FBtr0076995	OG0005359	CG7287-RA	Lcp65Aa
FBtr0076997	OG0005362	CG13296-RA	Prdm13
FBtr0076998	OG0005364	CG7376-RA	CG7376
FBtr0076999	OG0005366	CG7386-RA	CG7386
FBtr0077007	OG0005372	CG13300-RA	CG13300
FBtr0077009	OG0005371	CG10163-RA	CG10163
FBtr0077010	OG0005370	CG10173-RA	Best2
FBtr0077013	OG0005369	CG13299-RA	CG13299
